Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,,,,,
D1,28/11/2004,Hannover 96,VfB Stuttgart,0,0,D,0,0,D,13,12,13,15,6,2,0,3,0,0,2.37,3.2,2.62,2.3,3.3,2.75,2.45,3.35,2.7,2.5,3,2.5,2.4,3.25,2.5,2.38,3.25,2.7,2.3,3.2,2.62,1.71,2.05,1.75,2.05,1.85,1.95,0,1.82,2.02,0,1.875,2.025,0,,,,,,,,,
D1,28/11/2004,FC Schalke 04,Arminia Bielefeld,2,1,H,2,1,H,15,15,23,21,3,3,1,3,0,0,1.57,3.4,5.5,1.55,3.8,5.2,1.62,3.7,5.25,1.55,3.5,4.8,1.57,3.5,5,1.57,3.6,5.5,1.57,3.5,5,1.55,2.25,1.6,2.3,1.85,1.95,-1,1.72,2.12,-0.75,2.075,1.825,-1,,,,,,,,,
D1,04/12/2004,Arminia Bielefeld,FC Hansa Rostock,1,1,D,0,0,D,23,5,14,38,7,2,1,5,0,0,1.61,3.4,5,1.7,3.5,4.4,1.73,3.4,4.8,1.75,3.2,4,1.67,3.25,4.5,1.67,3.4,5,1.61,3.5,4.5,1.71,2,1.8,2,2,1.8,-0.75,2.04,1.8,-0.75,2.05,1.85,-0.75,,,,,,,,,
D1,04/12/2004,SC Freiburg,Werder Bremen,0,6,A,0,3,A,9,15,15,19,2,6,1,0,0,0,3.25,3.25,2,3.6,3.25,1.95,3.6,3.3,2,3.5,3.1,1.9,3.2,3.2,2,3.4,3.3,2,3.4,3.25,1.9,1.6,2.15,1.66,2.15,1.72,2,0.5,1.86,1.98,0.5,1.85,2.05,0.5,,,,,,,,,
D1,04/12/2004,Hamburger SV,Hannover 96,0,2,A,0,1,A,19,7,12,24,7,2,2,1,0,0,1.8,3.25,4,1.85,3.4,3.8,1.85,3.3,4.25,1.85,3.1,3.6,1.83,3.2,3.75,1.8,3.25,4.33,1.83,3.2,3.75,1.65,2.05,1.7,2.1,1.85,1.86,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,,,,,,,,,
D1,04/12/2004,Hertha BSC,Bor. Mönchengladbach,6,0,H,1,0,H,20,17,19,10,7,0,2,1,0,0,1.66,3.4,4.5,1.7,3.4,4.6,1.73,3.4,4.8,1.7,3.2,4.2,1.73,3.2,4.33,1.73,3.4,4.5,1.7,3.2,4.5,1.75,1.95,1.75,2.05,1.95,1.85,-0.75,1.98,1.86,-0.75,2.025,1.875,-0.75,,,,,,,,,
D1,04/12/2004,Bayer Leverkusen,VFL Wolfsburg,2,1,H,0,1,A,14,9,22,23,4,5,0,2,0,0,1.83,3.25,3.75,1.85,3.4,3.8,1.83,3.35,4.25,1.75,3.2,4,1.8,3.25,3.75,1.8,3.25,4.33,1.83,3.2,3.75,1.55,2.25,1.6,2.3,1.83,1.87,-0.5,1.76,2.08,-0.5,2.025,1.875,-0.75,,,,,,,,,
D1,04/12/2004,FC Nürnberg,Bayern München,2,2,D,1,1,D,9,17,18,14,1,12,4,2,1,0,5,3.4,1.61,4.6,3.4,1.7,5,3.4,1.7,4.4,3.3,1.65,4.5,3.25,1.67,5,3.4,1.67,4.5,3.2,1.7,1.6,2.15,1.66,2.15,2,1.8,0.75,2.02,1.82,0.75,2.075,1.825,0.75,,,,,,,,,
D1,04/12/2004,VfB Stuttgart,VFL Bochum,5,2,H,2,1,H,16,16,22,22,3,6,1,1,0,0,1.44,3.75,6.5,1.4,4.1,7,1.5,3.85,6.5,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.8,7,1.44,3.6,6.5,1.65,2.05,1.66,2.15,1.85,1.95,-1,1.88,1.96,-1,1.9,2,-1,,,,,,,,,
D1,05/12/2004,Borussia Dortmund,FC Schalke 04,0,1,A,0,1,A,13,10,22,19,9,4,3,2,0,0,2.37,3.2,2.62,2.65,3.2,2.45,2.55,3.3,2.6,2.5,3,2.5,2.38,3.2,2.6,2.5,3.2,2.6,2.5,2.9,2.62,1.85,1.85,1.9,1.9,1.85,1.95,0,1.82,2.02,0,1.9,2,0,,,,,,,,,
D1,05/12/2004,FC Kaiserslautern,FSV Mainz 05,2,0,H,1,0,H,19,19,22,13,4,2,2,4,0,0,1.9,3.25,3.5,1.9,3.3,3.7,1.93,3.25,4,1.9,3.1,3.5,1.91,3.2,3.5,1.85,3.25,4,1.9,3.2,3.5,1.71,2,1.8,2,1.93,1.79,-0.5,1.9,1.94,-0.5,1.925,1.975,-0.5,,,,,,,,,
D1,11/12/2004,Bayern München,VfB Stuttgart,2,2,D,0,1,A,10,9,27,25,2,2,4,2,0,0,1.61,3.4,5,1.65,3.5,4.8,1.65,3.5,5.25,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.4,5,1.57,3.5,5,1.65,2.05,1.61,2.2,1.8,2,-0.75,1.8,2.04,-0.75,1.825,2.075,-0.75,,,,,,,,,
D1,11/12/2004,VFL Bochum,Hamburger SV,1,2,A,0,2,A,13,15,23,18,6,2,3,1,0,0,2.6,3.2,2.4,2.55,3.2,2.55,2.6,3.2,2.6,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.6,2.37,3.1,2.62,1.6,2.15,1.66,2.1,1.9,1.9,0,1.86,1.98,0,1.875,2.025,0,,,,,,,,,
D1,11/12/2004,Hannover 96,Hertha BSC,0,1,A,0,0,D,19,8,11,17,6,5,2,1,0,0,2.25,3.25,2.75,2.3,3.2,2.85,2.3,3.2,3,2.5,3,2.5,2.25,3.2,2.75,2.25,3.2,2.9,2.15,3.2,2.9,1.71,2,1.66,2.1,1.75,2,0,2.1,1.74,-0.25,2.175,1.725,-0.25,,,,,,,,,
D1,11/12/2004,FC Hansa Rostock,Borussia Dortmund,1,1,D,1,1,D,15,10,23,19,12,4,1,3,0,0,2.62,3.2,2.37,2.9,3.3,2.2,3,3.2,2.3,2.5,3,2.5,2.75,3.2,2.25,2.9,3.2,2.25,2.8,3.2,2.2,1.85,1.85,2,1.72,1.8,2,0.25,1.82,2.02,0.25,1.875,2.025,0.25,,,,,,,,,
D1,11/12/2004,FSV Mainz 05,FC Nürnberg,0,1,A,0,1,A,20,9,14,18,9,3,1,1,0,0,2,3.25,3.25,1.9,3.35,3.6,2,3.25,3.75,1.9,3.1,3.5,1.91,3.25,3.4,2,3.2,3.5,1.83,3.3,3.6,1.65,2.05,1.66,2.1,2,1.74,-0.5,1.78,2.06,-0.25,2.05,1.85,-0.5,,,,,,,,,
D1,11/12/2004,FC Schalke 04,SC Freiburg,1,1,D,1,0,H,22,6,14,20,12,5,0,1,0,0,1.25,4.5,11,1.3,4.6,8.8,1.26,5,11,1.22,4.8,9.5,1.25,4.5,10,1.29,4.5,10,1.25,4.5,10,1.5,2.35,1.57,2.25,1.7,2.15,-1.5,1.78,2.06,-1.5,1.725,2.175,-1.5,,,,,,,,,
D1,11/12/2004,Werder Bremen,FC Kaiserslautern,1,1,D,0,0,D,29,8,14,24,14,6,2,2,1,0,1.5,3.5,6,1.45,3.9,6.5,1.5,3.75,7,1.5,3.7,5,1.5,3.4,6,1.5,3.75,6,1.5,3.6,5.5,1.55,2.25,1.57,2.25,1.8,2,-1,1.82,2.02,-1,1.8,2.1,-1,,,,,,,,,
D1,12/12/2004,Bor. Mönchengladbach,Bayer Leverkusen,1,1,D,0,0,D,19,7,21,22,5,1,1,2,0,0,2.7,3.2,2.3,2.65,3.2,2.45,2.7,3.2,2.5,2.9,3,2.2,2.6,3.2,2.38,2.6,3.2,2.5,2.5,3.1,2.5,1.65,2.05,1.61,2.2,2,1.8,0,2.04,1.8,0,2.05,1.85,0,,,,,,,,,
D1,12/12/2004,VFL Wolfsburg,Arminia Bielefeld,5,0,H,4,0,H,20,9,22,18,8,4,2,2,0,0,1.72,3.25,4.33,1.7,3.5,4.5,1.73,3.3,5,1.75,3.2,4,1.67,3.25,4.5,1.67,3.4,4.75,1.72,3.4,4,1.6,2.15,1.61,2.2,1.8,2,-0.75,1.82,2.02,-0.75,1.8,2.1,-0.75,,,,,,,,,
D1,21/01/2005,Bayern München,Hamburger SV,3,0,H,1,0,H,20,9,18,19,6,10,2,2,0,0,1.4,4,6.5,1.45,4.1,6,1.5,3.75,7,1.45,3.8,5.4,1.44,3.6,6.5,1.44,4,6.5,1.4,3.75,7,1.55,2.25,1.65,2.2,2,1.8,-1.25,2.02,1.82,-1.25,2.075,1.825,-1.25,,,,,,,,,
D1,22/01/2005,FC Hansa Rostock,SC Freiburg,0,0,D,0,0,D,10,15,20,24,9,6,1,3,0,0,1.9,3.25,3.5,1.8,3.4,4,1.9,3.3,4,1.8,3.1,3.8,1.91,3.2,3.5,1.91,3.25,3.75,2,3.2,3.2,1.71,2,1.7,2.1,1.9,1.81,-0.5,1.88,1.96,-0.5,1.9,2,-0.5,,,,,,,,,
D1,22/01/2005,FSV Mainz 05,VfB Stuttgart,2,3,A,1,0,H,14,17,19,19,4,5,2,3,0,0,2.8,3.25,2.2,3.1,3.3,2.1,3.2,3.25,2.2,3.1,3,2.1,3,3.2,2.1,3,3.2,2.2,2.87,3.1,2.2,1.79,1.9,1.8,2,1.98,1.82,0.25,2.02,1.82,0.25,2.05,1.85,0.25,,,,,,,,,
D1,22/01/2005,Bor. Mönchengladbach,Arminia Bielefeld,1,0,H,0,0,D,17,12,26,18,7,4,5,2,0,0,1.8,3.4,3.75,1.85,3.4,3.75,1.85,3.4,4,1.9,3.1,3.5,1.83,3.2,3.75,1.85,3.25,4,1.83,3.2,3.75,1.71,2,1.7,2.1,1.85,1.84,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,,,,
D1,22/01/2005,FC Nürnberg,FC Kaiserslautern,1,3,A,0,0,D,18,13,12,17,7,4,1,3,0,0,2.1,3.25,3,1.95,3.3,3.5,2.1,3.25,3.4,2.1,3,3.1,2,3.2,3.2,2.1,3.25,3.2,2,3.2,3.2,1.6,2.15,1.7,2.1,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
D1,22/01/2005,FC Schalke 04,Werder Bremen,2,1,H,0,0,D,16,11,19,15,9,4,4,3,0,0,2.1,3.2,3.1,1.9,3.35,3.6,2.1,3.25,3.4,2.1,3,3.1,2,3.2,3.2,2,3.2,3.5,1.83,3.2,3.75,1.6,2.15,1.65,2.2,1.85,1.95,-0.25,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,,,,,
D1,22/01/2005,VFL Wolfsburg,Borussia Dortmund,1,2,A,0,0,D,12,11,22,12,8,2,2,1,0,0,1.83,3.25,3.75,1.85,3.4,3.75,1.95,3.3,3.8,2,3.1,3.2,1.83,3.2,3.75,1.91,3.4,3.6,1.8,3.25,3.8,1.65,2.05,1.65,2.2,1.95,1.77,-0.5,1.76,2.08,-0.25,2.025,1.875,-0.5,,,,,,,,,
D1,23/01/2005,VFL Bochum,Hertha BSC,2,2,D,1,2,A,16,13,20,28,8,1,1,2,0,0,2.7,3.2,2.3,2.8,3.3,2.25,2.85,3.25,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.88,3.25,2.25,2.62,3.1,2.37,1.71,2,1.75,2.05,2,1.8,0,2,1.84,0,2.05,1.85,0,,,,,,,,,
D1,23/01/2005,Hannover 96,Bayer Leverkusen,0,3,A,0,2,A,8,10,16,19,6,3,0,2,0,0,2.37,3.2,2.62,2.3,3.3,2.75,2.5,3.25,2.7,2.4,2.9,2.7,2.38,3.2,2.6,2.3,3.25,2.8,2.25,3.2,2.75,1.6,2.15,1.75,2.05,1.9,1.9,0,1.96,1.88,0,2,1.9,0,,,,,,,,,
D1,29/01/2005,Arminia Bielefeld,Hannover 96,0,1,A,0,1,A,15,8,21,23,12,2,1,1,0,0,2.2,3.25,2.79,2.25,3.3,2.8,2.3,3.3,2.95,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.875,2.3,3.3,2.95,,,1.95,1.85,,,,2.14,1.7,-0.25,2.15,1.75,-0.25,,,,,,,,,
D1,29/01/2005,Borussia Dortmund,Bor. Mönchengladbach,1,1,D,1,0,H,16,11,16,19,3,7,0,2,0,0,1.72,3.25,4.33,1.7,3.5,4.4,1.75,3.5,4.5,1.7,3.2,4.2,1.727,3.2,4.333,1.727,3.4,4.5,1.75,3.5,4.5,,,1.75,2.05,,,,2.14,1.7,-0.75,1.9,2,-0.5,,,,,,,,,
D1,29/01/2005,SC Freiburg,VFL Wolfsburg,1,0,H,0,0,D,13,19,14,32,9,2,1,2,0,1,2.5,3.2,2.5,2.8,3.3,2.25,2.8,3.4,2.35,2.8,3.1,2.2,2.75,3.2,2.25,2.8,3.25,2.3,2.8,3.4,2.35,,,1.7,2.1,,,,1.74,2.1,0,1.825,2.075,0,,,,,,,,,
D1,29/01/2005,Hamburger SV,FSV Mainz 05,2,1,H,1,1,D,20,11,22,23,3,3,2,1,0,0,1.5,3.5,6,1.6,3.6,5,1.57,3.75,5.75,1.6,3.4,4.6,1.571,3.5,5,1.571,3.6,5.5,1.57,3.75,5.75,,,1.65,2.2,,,,1.92,1.92,-1,1.85,2.05,-1,,,,,,,,,
D1,29/01/2005,FC Kaiserslautern,FC Schalke 04,2,0,H,0,0,D,4,14,24,18,0,8,4,4,0,0,3,3.25,2.1,2.9,3.3,2.2,2.8,3.5,2.3,2.7,3,2.3,2.875,3.25,2.1,3.1,3.25,2.1,2.8,3.5,2.3,,,1.8,2,,,,2.18,1.7,0.25,2.125,1.775,0.25,,,,,,,,,
D1,29/01/2005,Bayer Leverkusen,VFL Bochum,4,0,H,2,0,H,16,10,23,17,2,7,0,1,0,0,1.39,3.79,7,1.45,4.1,6,1.47,4.1,6.5,1.5,3.7,5,1.444,3.6,6.5,1.444,3.75,7,1.47,4.1,6.5,,,1.55,2.37,,,,2.02,1.82,-1.25,2.025,1.875,-1.25,,,,,,,,,
D1,29/01/2005,VfB Stuttgart,FC Nürnberg,2,4,A,0,2,A,20,11,27,22,9,2,4,3,0,0,1.44,3.75,6.5,1.45,4.1,6,1.47,4.1,6.5,1.45,3.8,5.4,1.444,3.6,6.5,1.444,3.75,7,1.47,4.1,6.5,,,1.65,2.2,,,,1.76,2.08,-1.25,1.8,2.1,-1.25,,,,,,,,,
D1,30/01/2005,Hertha BSC,Bayern München,0,0,D,0,0,D,9,13,27,23,2,3,3,2,0,0,3,3.25,2.1,2.9,3.3,2.2,2.95,3.3,2.3,2.7,3,2.3,2.8,3.2,2.2,3.2,3.25,2.1,2.95,3.3,2.3,,,1.8,2,,,,2.12,1.72,0.25,2.075,1.825,0.25,,,,,,,,,
D1,30/01/2005,Werder Bremen,FC Hansa Rostock,3,2,H,2,1,H,21,9,31,27,5,5,1,1,0,0,1.36,4,7.5,1.4,4.2,6.6,1.4,4.3,7.5,1.45,3.8,5.4,1.364,4,7,1.4,4,7.5,1.4,4.3,7.5,,,1.61,2.25,,,,1.72,2.12,-1.25,1.75,2.1,-1.25,,,,,,,,,
D1,05/02/2005,Bayern München,Bayer Leverkusen,2,0,H,1,0,H,17,10,26,27,4,3,1,4,0,0,1.61,3.4,5,1.55,3.9,5,1.6,3.7,5.5,1.6,3.4,4.6,1.57,3.5,5,1.62,3.4,5.5,1.57,3.5,5,1.6,2.15,1.75,2.05,1.85,1.95,-0.75,1.88,1.96,-0.75,1.875,2.025,-0.75,,,,,,,,,
D1,05/02/2005,VFL Bochum,Arminia Bielefeld,1,1,D,1,1,D,17,12,35,25,6,4,4,1,0,0,2.1,3.25,3,2.05,3.3,3.2,2.1,3.3,3.35,2.1,3,3.1,2.1,3.2,3,2.1,3.2,3.2,2.2,3.2,2.8,1.65,2.05,1.8,2,1.8,2,-0.25,1.8,2.04,-0.25,1.825,2.075,-0.25,,,,,,,,,
D1,05/02/2005,Hannover 96,Borussia Dortmund,1,3,A,0,2,A,13,11,10,27,6,2,0,3,0,0,2.3,3.2,2.7,2.35,3.25,2.7,2.35,3.25,2.9,2.2,3,2.9,2.25,3.2,2.75,2.3,3.25,2.8,2.15,3.25,2.87,1.79,1.9,1.9,1.9,2.05,1.75,-0.25,2.08,1.76,-0.25,2.1,1.8,-0.25,,,,,,,,,
D1,05/02/2005,FC Hansa Rostock,FC Schalke 04,2,2,D,0,1,A,11,18,20,14,7,6,2,0,1,0,4,3.25,1.8,4.2,3.6,1.7,4.5,3.4,1.78,3.5,3.1,1.9,3.75,3.25,1.8,4.2,3.25,1.8,4.2,3.25,1.72,1.75,1.95,1.75,2.05,1.94,1.78,0.5,1.72,2.12,0.75,1.95,1.95,0.5,,,,,,,,,
D1,05/02/2005,FSV Mainz 05,Hertha BSC,0,3,A,0,1,A,17,5,18,21,5,0,2,1,0,0,2.63,3.2,2.38,2.9,3.3,2.2,2.85,3.3,2.35,2.9,3,2.2,2.75,3.2,2.25,2.9,3.1,2.3,2.5,3.25,2.4,1.71,2,1.8,2,2.05,1.75,0,2.12,1.72,0,2.15,1.75,0,,,,,,,,,
D1,05/02/2005,FC Nürnberg,Hamburger SV,1,3,A,0,1,A,25,9,19,21,7,5,1,1,0,0,2.4,3.2,2.6,2.3,3.35,2.7,2.5,3.3,2.65,2.4,3,2.6,2.25,3.2,2.75,2.3,3.25,2.8,2.2,3.2,2.8,1.65,2.05,1.7,2.1,1.8,2,0,1.8,2.04,0,1.85,2.05,0,,,,,,,,,
D1,05/02/2005,VfB Stuttgart,FC Kaiserslautern,1,1,D,1,0,H,15,5,25,18,5,5,4,4,0,1,1.5,3.5,6,1.5,3.9,5.6,1.6,3.7,5.5,1.6,3.4,4.6,1.57,3.5,5,1.53,3.6,6,1.53,3.5,5.5,1.65,2.05,1.6,2.3,1.85,1.95,-1,1.84,2,-1,1.85,2.05,-1,,,,,,,,,
D1,06/02/2005,Bor. Mönchengladbach,SC Freiburg,3,2,H,2,1,H,20,11,17,17,6,0,1,4,0,0,1.57,3.4,5.5,1.6,3.6,5,1.6,3.7,5.5,1.6,3.4,4.6,1.57,3.5,5,1.62,3.5,5,1.7,3.3,4.33,1.75,1.95,1.8,2,1.75,2.05,-0.75,1.76,2.08,-0.75,1.75,2.1,-0.75,,,,,,,,,
D1,06/02/2005,VFL Wolfsburg,Werder Bremen,2,3,A,1,0,H,6,13,19,24,2,12,2,1,0,0,2.38,3.2,2.63,2.35,3.35,2.65,2.55,3.3,2.6,2.4,3.1,2.5,2.38,3.2,2.6,2.4,3.3,2.62,2.3,3.2,2.62,1.5,2.35,1.55,2.38,1.8,2,0,2.14,1.7,-0.25,1.95,1.95,0,,,,,,,,,
D1,12/02/2005,Borussia Dortmund,VFL Bochum,1,0,H,1,0,H,20,13,19,19,11,6,0,2,0,0,1.57,3.4,5.5,1.55,3.7,5.4,1.6,3.65,5.5,1.6,3.4,4.6,1.57,3.5,5,1.57,3.5,5.5,1.6,3.4,4.8,1.71,2,1.7,2.1,1.9,1.9,-1,1.7,2.14,-0.75,1.7,2.2,-0.75,,,,,,,,,
D1,12/02/2005,SC Freiburg,Hannover 96,0,0,D,0,0,D,14,2,13,18,2,3,1,1,0,0,2.3,3.25,2.7,2.4,3.3,2.6,2.38,3.2,2.85,2.5,3,2.5,2.38,3.2,2.6,2.38,3.2,2.75,2.5,3.25,2.4,1.71,2,1.7,2.1,1.75,2.1,0,1.72,2.12,0,2.15,1.75,-0.25,,,,,,,,,
D1,12/02/2005,Hamburger SV,VfB Stuttgart,2,1,H,1,1,D,13,5,29,27,5,4,2,5,0,1,2.2,3.2,2.87,2.3,3.3,2.75,2.3,3.25,2.95,2.2,3,2.9,2.25,3.2,2.75,2.3,3.25,2.8,2.25,3.2,2.75,1.6,2.15,1.7,2.2,2,1.8,-0.25,2,1.84,-0.25,2.05,1.85,-0.25,,,,,,,,,
D1,12/02/2005,Hertha BSC,FC Nürnberg,2,1,H,1,0,H,13,8,22,26,6,4,5,4,1,0,1.53,3.5,5.5,1.55,3.8,5.2,1.6,3.65,5.5,1.55,3.5,4.8,1.57,3.5,5,1.57,3.5,5.5,1.66,3.3,4.5,1.65,2.05,1.61,2.25,2,1.8,-1,1.7,2.14,-0.75,2.025,1.875,-1,,,,,,,,,
D1,12/02/2005,FC Kaiserslautern,FC Hansa Rostock,2,1,H,1,0,H,11,12,24,18,3,1,0,3,0,1,1.5,3.6,5.5,1.55,3.8,5.2,1.57,3.7,5.75,1.55,3.5,4.8,1.5,3.4,6,1.5,3.6,6.5,1.44,3.75,6,1.71,2,1.61,2.25,1.95,1.85,-1,1.88,1.96,-1,2,1.9,-1,,,,,,,,,
D1,12/02/2005,FC Schalke 04,VFL Wolfsburg,3,0,H,2,0,H,18,11,16,20,8,2,1,4,0,1,1.61,3.4,5,1.6,3.6,5,1.6,3.65,5.5,1.55,3.5,4.8,1.57,3.5,5,1.57,3.6,5.5,1.5,3.6,5.5,1.55,2.25,1.65,2.2,2,1.8,-1,1.7,2.14,-0.75,1.75,2.15,-0.75,,,,,,,,,
D1,12/02/2005,Werder Bremen,Bor. Mönchengladbach,2,0,H,1,0,H,21,6,14,22,6,5,0,5,0,0,1.61,3.4,5,1.55,3.8,5.2,1.6,3.65,5.5,1.55,3.5,4.8,1.57,3.5,5,1.57,3.5,5.5,1.6,3.4,4.8,1.6,2.15,1.65,2.2,2,1.8,-1,2.04,1.8,-1,2.075,1.825,-1,,,,,,,,,
D1,13/02/2005,Arminia Bielefeld,Bayern München,3,1,H,1,0,H,10,17,16,20,1,9,2,2,0,0,5,3.4,1.61,5,3.6,1.6,5,3.65,1.65,4,3.2,1.75,5,3.25,1.62,5.5,3.4,1.62,4.5,3.2,1.7,1.71,2,1.7,2.1,2.05,1.77,0.75,2.06,1.78,0.75,2.1,1.8,0.75,,,,,,,,,
D1,13/02/2005,Bayer Leverkusen,FSV Mainz 05,2,0,H,0,0,D,17,9,18,26,7,5,2,2,0,0,1.33,4.33,7.5,1.35,4.4,7.4,1.37,4.5,8,1.35,4,7,1.33,4,8,1.33,4.33,8.5,1.33,4,8,1.5,2.35,1.55,2.37,1.91,1.65,-1.5,2,1.84,-1.5,2,1.9,-1.5,,,,,,,,,
D1,19/02/2005,Bayern München,Borussia Dortmund,5,0,H,4,0,H,17,7,10,25,4,3,0,2,0,0,1.44,3.75,6.5,1.5,3.9,5.6,1.5,3.9,6.5,1.55,3.5,4.8,1.44,3.6,6.5,1.5,4,5.5,1.5,3.4,6,1.71,2,1.8,2,2,1.8,-1,1.96,1.88,-1,1.95,1.95,-1,,,,,,,,,
D1,19/02/2005,VFL Bochum,SC Freiburg,3,1,H,1,0,H,21,12,20,26,3,3,1,5,0,1,1.8,3.4,3.75,1.85,3.35,3.8,1.8,3.35,4.45,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.4,4,1.8,3.3,3.75,1.65,2.05,1.7,2.1,1.95,1.85,-0.75,1.72,2.12,-0.5,1.75,2.15,-0.5,,,,,,,,,
D1,19/02/2005,Hamburger SV,FC Kaiserslautern,2,1,H,2,0,H,14,14,18,22,8,8,2,2,0,0,1.66,3.4,4.5,1.7,3.5,4.4,1.7,3.55,4.85,1.75,3.2,4,1.67,3.4,4.33,1.67,3.6,4.5,1.7,3.4,4.2,1.65,2.05,1.65,2.2,1.9,1.9,-0.75,1.88,1.96,-0.75,1.925,1.975,-0.75,,,,,,,,,
D1,19/02/2005,Hannover 96,Werder Bremen,1,4,A,1,2,A,15,13,10,22,6,5,1,2,0,0,2.75,3.25,2.25,3,3.3,2.15,3.2,3.2,2.2,2.7,3,2.3,2.8,3.2,2.2,3.1,3.2,2.2,2.62,3.2,2.3,1.6,2.15,1.7,2.1,1.9,1.9,0.25,1.88,1.96,0.25,1.9,2,0.25,,,,,,,,,
D1,19/02/2005,FSV Mainz 05,Arminia Bielefeld,0,0,D,0,0,D,18,9,23,19,4,2,1,2,0,0,2.2,3.25,2.8,2.15,3.3,3,2.3,3.2,3,2.4,3,2.6,2.25,3.2,2.75,2.25,3.2,3,2.37,3.1,2.62,1.75,1.95,1.8,2,2,1.8,-0.25,1.94,1.9,-0.25,2,1.9,-0.25,,,,,,,,,
D1,19/02/2005,FC Nürnberg,Bayer Leverkusen,2,4,A,1,2,A,18,10,14,19,9,3,1,1,0,0,2.7,3.2,2.3,2.75,3.3,2.3,2.95,3.3,2.3,2.7,3,2.3,2.75,3.2,2.25,2.9,3.2,2.3,2.62,3.1,2.37,1.6,2.15,1.7,2.1,1.85,1.95,0.25,,,,1.9,2,0.25,,,,,,,,,
D1,19/02/2005,VFL Wolfsburg,FC Hansa Rostock,4,0,H,2,0,H,12,6,19,24,3,4,0,2,0,0,1.53,3.4,6,1.55,3.8,5.2,1.6,3.65,5.5,1.65,3.3,4.4,1.57,3.5,5,1.6,3.75,5,1.57,3.5,5,1.6,2.15,1.55,2.37,2,1.8,-1,1.96,1.88,-1,2,1.8,-1,,,,,,,,,
D1,20/02/2005,Bor. Mönchengladbach,FC Schalke 04,1,3,A,1,1,D,12,12,21,17,4,3,2,0,0,0,2.6,3.2,2.4,2.6,3.3,2.4,2.7,3.3,2.45,2.7,3,2.3,2.6,3.2,2.38,2.6,3.2,2.5,2.6,3.1,2.4,1.75,1.95,1.8,2,1.7,2.05,0.25,,,,1.775,2.125,0.25,,,,,,,,,
D1,20/02/2005,VfB Stuttgart,Hertha BSC,1,0,H,1,0,H,8,12,26,20,2,4,1,3,0,0,2,3.25,3.25,1.95,3.3,3.5,2.1,3.25,3.4,2.1,3,3.1,2,3.2,3.2,2,3.3,3.4,2,3.2,3.2,1.75,1.95,1.7,2.1,2.1,1.66,-0.5,2,1.84,-0.5,2.05,1.85,-0.5,,,,,,,,,
D1,26/02/2005,Arminia Bielefeld,FC Nürnberg,3,1,H,2,1,H,12,20,5,22,3,2,0,1,0,0,1.9,3.25,3.5,1.95,3.3,3.5,2.05,3.25,3.55,1.9,3.1,3.5,1.91,3.25,3.4,2,3.25,3.4,1.83,3.3,3.6,1.65,2.05,1.8,2,2.05,1.7,-0.5,2.06,1.78,-0.5,2.1,1.8,-0.5,,,,,,,,,
D1,26/02/2005,Borussia Dortmund,FSV Mainz 05,3,0,H,1,0,H,30,14,15,18,4,4,1,0,0,0,1.5,3.5,6,1.5,4.1,5.2,1.55,3.5,6.75,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.75,6,1.5,3.6,5.5,1.71,2,1.8,2,1.98,1.83,-1,2.02,1.82,-1,2.075,1.825,-1,,,,,,,,,
D1,26/02/2005,SC Freiburg,Bayern München,0,1,A,0,0,D,11,14,19,15,10,3,0,2,0,0,6,3.5,1.5,5.6,3.9,1.5,6.75,3.6,1.53,5,3.7,1.5,6,3.4,1.5,6,3.6,1.53,5.5,3.5,1.53,1.6,2.15,1.75,2.05,1.9,1.9,1,2.04,1.8,1,1.975,1.925,1,,,,,,,,,
D1,26/02/2005,FC Hansa Rostock,Bor. Mönchengladbach,0,0,D,0,0,D,12,5,15,23,8,5,1,3,0,0,2.5,3.2,2.5,2.4,3.3,2.6,2.5,3.25,2.7,2.4,3,2.6,2.38,3.2,2.6,2.5,3.2,2.6,2.4,3.25,2.5,1.65,2.05,1.8,2,1.9,1.9,0,1.88,1.96,0,1.95,1.95,0,,,,,,,,,
