Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,,,,,
D1,30/04/2005,SC Freiburg,Borussia Dortmund,2,2,D,1,2,A,14,14,19,14,7,4,3,1,0,0,5,3.5,1.57,4.8,3.7,1.6,5,3.5,1.6,4.8,3.5,1.55,5,3.5,1.57,5,3.5,1.62,5,3.5,1.57,1.6,2.15,1.8,2,2.1,1.72,0.75,,,,2.15,1.75,0.75,,,,,,,,,
D1,30/04/2005,FC Hansa Rostock,Hertha BSC,2,1,H,1,0,H,12,13,17,13,6,5,4,3,0,0,3.4,3.25,1.9,3.45,3.35,1.95,3.4,3.3,1.95,3.4,3.2,1.9,3.4,3.25,1.91,3.4,3.25,2,3.25,3.4,1.9,1.75,1.95,1.8,2,1.67,1.95,0.5,,,,1.95,1.95,-0.25,,,,,,,,,
D1,30/04/2005,FC Kaiserslautern,Bayern München,0,4,A,0,2,A,9,19,19,15,3,11,4,1,0,0,4.5,3.3,1.66,4.2,3.4,1.75,4.5,3.35,1.7,4,3.2,1.75,4.33,3.4,1.67,4.5,3.4,1.7,4.33,3.4,1.66,1.79,1.9,1.95,1.85,1.95,1.85,0.75,2,1.84,0.75,2.05,1.85,0.75,,,,,,,,,
D1,30/04/2005,Bor. Mönchengladbach,VfB Stuttgart,2,0,H,2,0,H,19,6,27,19,5,1,3,5,0,1,2.75,3.2,2.25,2.9,3.3,2.2,2.75,3.2,2.3,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.4,2.62,3.2,2.3,1.75,1.95,1.85,1.95,1.95,1.85,0,1.7,2.14,0.25,2.025,1.875,0,,,,,,,,,
D1,30/04/2005,FC Schalke 04,Bayer Leverkusen,3,3,D,3,1,H,23,10,18,22,5,2,3,2,0,1,1.83,3.2,3.75,1.85,3.45,3.7,1.85,3.3,3.8,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.75,1.8,3.3,3.75,1.62,2.1,1.65,2.2,1.85,1.77,-0.5,1.96,1.88,-0.5,2,1.9,-0.5,,,,,,,,,
D1,30/04/2005,Werder Bremen,Arminia Bielefeld,3,0,H,1,0,H,23,3,13,23,13,4,0,1,0,0,1.25,4.5,10,1.35,4.5,7.2,1.33,4.5,9,1.35,4,7,1.29,4.33,9,1.33,4.5,8,1.36,4,7,1.55,2.25,1.6,2.3,1.8,2,-1.5,1.74,2.1,-1.5,1.8,2.1,-1.5,,,,,,,,,
D1,01/05/2005,Hannover 96,FC Nürnberg,1,0,H,0,0,D,20,10,14,16,5,6,1,4,0,0,2.1,3.2,3,2.2,3.1,3.1,2.2,3,3.15,2.1,2.9,3.2,2.1,3.2,3,2.2,3.1,3.1,2.25,3.1,2.8,1.85,1.85,1.85,1.95,1.9,1.9,-0.25,1.94,1.9,-0.25,1.85,2.05,0.5,,,,,,,,,
D1,01/05/2005,VFL Wolfsburg,Hamburger SV,1,0,H,1,0,H,13,17,17,22,5,8,3,4,0,1,2.75,3.2,2.5,2.5,3.3,2.5,2.52,3.2,2.52,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.6,2.5,3.25,2.4,1.6,2.15,1.6,2.3,1.92,1.88,0,1.96,1.88,0,2.05,1.85,0,,,,,,,,,
D1,07/05/2005,Arminia Bielefeld,FC Schalke 04,0,2,A,0,1,A,18,17,19,23,6,5,1,6,0,0,4,3.5,1.72,4.15,3.45,1.75,4.1,3.45,1.75,4.4,3.3,1.65,4,3.4,1.73,4.5,3.4,1.73,3.8,3.5,1.72,1.65,2.05,1.7,2.1,1.95,1.85,0.75,,,,2,1.9,0.75,,,,,,,,,
D1,07/05/2005,SC Freiburg,FC Kaiserslautern,1,2,A,0,2,A,11,13,15,21,1,5,2,1,0,0,2.62,3.2,2.37,2.7,3.25,2.35,2.7,3.25,2.35,2.4,3.2,2.4,2.6,3.2,2.38,2.75,3.2,2.38,2.6,3.3,2.3,1.6,2.15,1.66,2.15,1.85,1.95,0.25,,,,1.875,2.025,0.25,,,,,,,,,
D1,07/05/2005,Hertha BSC,VFL Wolfsburg,3,1,H,0,1,A,22,4,7,19,10,1,1,1,0,0,1.5,3.5,6,1.45,4.1,5.9,1.47,3.7,6.5,1.5,3.7,5,1.44,3.75,6,1.5,3.75,6,1.5,3.6,5.5,1.6,2.15,1.65,2.2,1.75,2.05,-1,1.78,2.06,-1,1.775,2.125,-1,,,,,,,,,
D1,07/05/2005,Bayer Leverkusen,FC Hansa Rostock,3,0,H,1,0,H,18,7,11,20,4,3,2,3,0,0,1.44,3.75,6.5,1.45,4.25,5.75,1.45,4.15,5.75,1.4,3.9,6,1.44,3.75,6,1.44,4.2,6,1.44,3.75,6,1.55,2.25,1.57,2.35,2,1.8,-1,,,,2.05,1.85,-1,,,,,,,,,
D1,07/05/2005,FSV Mainz 05,Bayern München,2,4,A,1,2,A,8,12,9,17,1,5,1,0,0,0,3,3.5,2,3.75,3.4,1.85,3.5,3.4,1.92,3.4,2.9,2,3.2,3.2,2,3.4,3.25,2,3.25,3.3,1.95,1.6,2.15,1.7,2.1,1.72,1.92,0.5,,,,1.85,2.05,0.5,,,,,,,,,
D1,07/05/2005,FC Nürnberg,VFL Bochum,2,1,H,1,0,H,13,11,13,23,5,3,1,2,0,0,2.1,3.25,3,2,3.35,3.3,2.05,3.3,3.2,1.9,3.3,3.3,2,3.2,3.2,2,3.25,3.4,2,3.2,3.2,1.65,2.05,1.65,2.2,1.8,1.9,-0.25,,,,2.125,1.775,-0.5,,,,,,,,,
D1,07/05/2005,VfB Stuttgart,Hannover 96,1,0,H,0,0,D,18,10,14,11,4,2,2,1,0,0,1.4,4,6.5,1.3,4.7,8.3,1.35,4.35,7.5,1.35,4,7,1.33,4,8,1.33,4.5,8,1.36,4,7,1.75,1.95,1.65,2.2,,,,,,,1.725,2.175,-1.25,,,,,,,,,
D1,08/05/2005,Borussia Dortmund,Werder Bremen,1,0,H,1,0,H,12,21,18,20,8,9,1,1,0,0,2.6,3.25,2.6,2.4,3.35,2.6,2.4,3.15,2.7,2.4,3,2.6,2.38,3.2,2.6,2.5,3.3,2.62,2.3,3.2,2.62,1.6,2.15,1.65,2.2,1.95,1.85,0,1.98,1.86,0,2,1.9,0,,,,,,,,,
D1,08/05/2005,Hamburger SV,Bor. Mönchengladbach,0,0,D,0,0,D,15,1,20,17,10,0,3,2,0,0,1.66,3.5,4.33,1.6,3.7,4.8,1.57,3.6,5.4,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.5,5,1.6,3.4,4.8,1.71,2,1.8,2,1.95,1.85,-0.75,1.9,1.94,-0.75,1.975,1.925,-0.75,,,,,,,,,
D1,14/05/2005,Bayern München,FC Nürnberg,6,3,H,5,0,H,22,7,14,17,5,2,1,2,0,0,1.28,4.33,8.5,1.3,4.7,8.3,1.3,4.5,9,1.25,4.5,9,1.33,4,8,1.3,4.5,9,1.28,4.5,8,1.5,2.3,1.5,2.5,,,,,,,1.8,2.1,-1.25,,,,,,,,,
D1,14/05/2005,VFL Bochum,VfB Stuttgart,2,0,H,0,0,D,18,15,22,18,5,6,1,2,0,0,4.33,3.2,1.72,4.5,3.65,1.65,4.35,3.4,1.75,4.2,3.4,1.65,4.33,3.2,1.72,4.5,3.4,1.7,3.8,3.5,1.72,1.6,2.1,1.65,2.2,1.91,1.75,0.5,,,,2.125,1.775,0.5,,,,,,,,,
D1,14/05/2005,Hannover 96,Hamburger SV,2,1,H,1,1,D,11,11,15,19,5,2,1,2,0,0,3,3.2,2.1,2.8,3.2,2.3,3.2,3.3,2.1,2.9,3,2.2,3,3.2,2.1,3,3.2,2.2,2.75,3.25,2.2,1.65,2,1.8,2,1.62,2.1,0.5,,,,2.075,1.825,0.25,,,,,,,,,
D1,14/05/2005,FC Hansa Rostock,Arminia Bielefeld,1,1,D,1,1,D,14,9,25,21,6,4,3,1,0,0,1.9,3.2,3.5,1.95,3.3,3.5,1.9,3.35,3.75,2,3.2,3.1,1.9,3.2,3.5,1.8,3.25,4.2,1.95,3.3,3.25,1.6,2.1,1.65,2.2,1.85,1.8,-0.5,,,,1.85,2.05,-0.5,,,,,,,,,
D1,14/05/2005,FSV Mainz 05,FC Kaiserslautern,3,2,H,1,1,D,20,13,21,21,7,2,1,4,0,0,2.1,3,3.2,2.15,3.25,3.05,2.2,3.3,3,2.2,3.1,2.8,2.1,3.2,3,2.2,3.2,3,2.1,3.2,3,1.6,2.1,1.7,2.1,1.8,2,-0.25,,,,1.85,2.05,-0.25,,,,,,,,,
D1,14/05/2005,Bor. Mönchengladbach,Hertha BSC,0,0,D,0,0,D,18,13,15,15,3,5,1,1,0,0,3.5,3.2,1.9,3.2,3.3,2.05,3.25,3.35,2.05,3.2,3.1,2,3.25,3.4,1.9,3.25,3.4,2,3.2,3.2,2,1.65,2,1.75,2.05,1.65,2.05,0.5,,,,1.8,2.1,0.5,,,,,,,,,
D1,14/05/2005,FC Schalke 04,Borussia Dortmund,1,2,A,1,2,A,20,9,9,27,12,4,2,2,0,0,1.66,3.25,4.5,1.75,3.5,4.1,1.75,3.35,4.5,1.9,3.1,3.5,1.66,3.4,4.33,1.75,3.4,4.2,1.72,3.25,4.2,1.65,2,1.7,2.1,1.95,1.85,-0.75,,,,1.975,1.925,-0.75,,,,,,,,,
D1,14/05/2005,Werder Bremen,SC Freiburg,4,1,H,0,1,A,25,10,21,18,12,2,1,2,0,1,1.2,5,11,1.15,6.7,12,1.2,5.5,12,1.15,6,12,1.16,5.5,12,1.2,5.5,12,1.14,6,12,1.45,2.45,1.5,2.5,,,,,,,1.75,2.15,-1.75,,,,,,,,,
D1,14/05/2005,VFL Wolfsburg,Bayer Leverkusen,2,2,D,2,0,H,14,22,21,12,4,6,1,2,0,0,2.75,3.25,2.2,2.85,3.3,2.25,2.95,3.35,2.2,2.8,3.1,2.2,2.8,3.2,2.2,3,3.4,2.1,2.9,3,2.25,1.55,2.2,1.55,2.37,1.57,2.2,0.5,,,,1.8,2.1,0.5,,,,,,,,,
D1,21/05/2005,Arminia Bielefeld,VFL Wolfsburg,1,2,A,1,1,D,16,15,13,19,7,9,1,1,0,0,2.37,3.2,2.6,2.25,3.4,2.75,2.35,3.3,2.7,2.4,3.1,2.5,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.3,2.6,1.61,2,,,2.35,1.49,-0.5,,,,2.1,1.8,-0.25,,,,,,,,,
D1,21/05/2005,Borussia Dortmund,FC Hansa Rostock,2,1,H,0,1,A,22,12,13,22,6,4,0,2,0,0,1.36,4,7,1.25,5.2,9.2,1.25,5,10,1.2,5,10,1.25,5,8,1.3,4.5,9,1.25,5,8,1.45,2.45,,,,,,,,,1.95,1.95,-1.5,,,,,,,,,
D1,21/05/2005,SC Freiburg,FC Schalke 04,2,3,A,1,1,D,13,17,16,21,6,1,2,2,0,0,7,4,1.36,7.8,4.9,1.3,8,4.2,1.36,7,4,1.35,7,4,1.36,7,4,1.4,7.5,3.8,1.36,,,,,,,,,,,1.9,2,1.5,,,,,,,,,
D1,21/05/2005,Hamburger SV,VFL Bochum,0,1,A,0,1,A,17,12,19,25,7,4,4,3,0,1,1.53,3.4,5.5,1.5,3.9,5.6,1.5,3.75,6,1.55,3.5,4.8,1.5,3.4,6,1.5,3.75,6,1.57,3.5,5,1.51,2.2,,,1.5,2.31,-0.5,,,,1.95,1.95,-1,,,,,,,,,
D1,21/05/2005,Hertha BSC,Hannover 96,0,0,D,0,0,D,21,9,10,11,9,4,2,0,0,0,1.22,5,9,1.25,5.2,9.2,1.25,5,10,1.3,4.2,8,1.25,5,8,1.3,4.5,9,1.3,4.5,7.5,1.51,2.2,,,,,,,,,2.05,1.85,-1.75,,,,,,,,,
D1,21/05/2005,FC Kaiserslautern,Werder Bremen,1,2,A,1,2,A,5,22,24,19,4,6,0,2,0,0,4.5,3.5,1.61,4,3.6,1.75,4.5,3.5,1.68,3.8,3.1,1.8,4.33,3.4,1.67,4.5,3.4,1.7,4,3.5,1.7,1.46,2.3,,,1.97,1.68,0.5,,,,2.025,1.875,0.75,,,,,,,,,
D1,21/05/2005,Bayer Leverkusen,Bor. Mönchengladbach,5,1,H,1,1,D,30,6,6,19,16,2,0,2,0,0,1.25,4.5,10,1.3,4.9,7.8,1.36,4.2,8,1.4,3.9,6,1.33,4,8,1.36,4.33,7.5,1.4,3.5,8,1.51,2.2,,,,,,,,,2.1,1.8,-1.5,,,,,,,,,
D1,21/05/2005,FC Nürnberg,FSV Mainz 05,1,2,A,1,1,D,13,21,19,16,1,7,1,3,0,0,1.9,3.2,3.5,1.95,3.1,3.75,2,3.2,3.5,2,3.2,3.1,1.91,3.25,3.4,2,3.25,3.4,2,3.3,3.1,1.51,2.2,,,2,1.67,-0.5,,,,2.1,1.8,-0.5,,,,,,,,,
D1,21/05/2005,VfB Stuttgart,Bayern München,1,3,A,0,2,A,12,14,17,22,6,4,2,2,0,0,2,3.2,3.2,2.3,3.55,2.6,2.15,3.3,3,2.2,3.3,2.6,2.1,3.2,3,2.1,3.4,3,2.2,3.3,2.7,,,,,2.15,1.57,-0.5,,,,1.975,1.925,-0.25,,,,,,,,,
