Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,VfB Leipzig,Eintracht Frankfurt,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,Bayer Leverkusen,Karlsruher SC,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,VfB Stuttgart,FC Kaiserslautern,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,SG Wattenscheid 09,Hamburger SV,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,03/04/1994,Bayern München,FC Nürnberg,5,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,Eintracht Frankfurt,MSV Duisburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,FC Köln,SG Wattenscheid 09,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,Hamburger SV,Borussia Dortmund,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,FC Kaiserslautern,VfB Leipzig,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,Karlsruher SC,Dynamo Dresden,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,Bor. Mönchengladbach,Bayern München,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,FC Nürnberg,VfB Stuttgart,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,FC Schalke 04,Bayer Leverkusen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,06/04/1994,Werder Bremen,SC Freiburg,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,Bayern München,Eintracht Frankfurt,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,Borussia Dortmund,FC Köln,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,Dynamo Dresden,FC Schalke 04,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,MSV Duisburg,FC Kaiserslautern,1,7,A,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,Hamburger SV,Werder Bremen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,VfB Leipzig,FC Nürnberg,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,Bayer Leverkusen,SC Freiburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,VfB Stuttgart,Karlsruher SC,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,09/04/1994,SG Wattenscheid 09,Bor. Mönchengladbach,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,Eintracht Frankfurt,SG Wattenscheid 09,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,FC Köln,Hamburger SV,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,SC Freiburg,Dynamo Dresden,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,FC Kaiserslautern,Bayern München,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,Karlsruher SC,VfB Leipzig,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,Bor. Mönchengladbach,Borussia Dortmund,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,FC Nürnberg,MSV Duisburg,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,FC Schalke 04,VfB Stuttgart,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,16/04/1994,Werder Bremen,Bayer Leverkusen,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,Borussia Dortmund,Eintracht Frankfurt,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,MSV Duisburg,Karlsruher SC,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,Hamburger SV,Bor. Mönchengladbach,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,VfB Leipzig,FC Schalke 04,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,Bayer Leverkusen,Dynamo Dresden,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,VfB Stuttgart,SC Freiburg,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,SG Wattenscheid 09,FC Kaiserslautern,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,23/04/1994,Werder Bremen,FC Köln,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,Dynamo Dresden,Werder Bremen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,Eintracht Frankfurt,Hamburger SV,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,SC Freiburg,VfB Leipzig,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,FC Kaiserslautern,Borussia Dortmund,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,Karlsruher SC,Bayern München,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,Bayer Leverkusen,VfB Stuttgart,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,Bor. Mönchengladbach,FC Köln,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,FC Nürnberg,SG Wattenscheid 09,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1994,FC Schalke 04,MSV Duisburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,Bayern München,FC Schalke 04,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,Borussia Dortmund,FC Nürnberg,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,MSV Duisburg,SC Freiburg,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,FC Köln,Eintracht Frankfurt,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,Hamburger SV,FC Kaiserslautern,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,VfB Leipzig,Bayer Leverkusen,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,VfB Stuttgart,Dynamo Dresden,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,SG Wattenscheid 09,Karlsruher SC,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1994,Werder Bremen,Bor. Mönchengladbach,4,2,H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
